GR-IDENTIFICACAO-UORG;IT-NO-UNIDADE-ORGANIZACIONAL;IT-SG-UNIDADE-ORGANIZACIONAL;IT-SG-UF;GR-CEST-IDENTIFICACAO-UPAG;IT-CO-UORG-VINCULACAO
33200000001549;SEB-PONTE-NOVA;SEB-PONTE-;MG;33200000001094;33200000000893
33200000001670;SEB-PONT-GROSSA;SEB-PONT-G;PR;33200000001094;33200000000727
33200000001367;SETOR DE BENEFICIOS;SEB-PR;PR;33200000001094;33200000000753
33200000001618;SEB-PR-PRUDENTE;SEB-PR-PRU;SP;33200000001094;33200000000365
33200000001620;SEB-RIB-PRETO;SEB-RIB-PR;SP;33200000001094;33200000000396
33200000001578;SEB-RIO GRANDE;SEB-RIO-GR;RS;33200000001094;33200000000234
33200000001404;SETOR DE BENEFICIOS;SEB-RJ;RJ;33200000001094;33200000000492
33200000001844;SETOR DE BENEFICIOS;SEB-RN;RN;33200000001094;33200000001046
33200000001860;SETOR DE BENEFICIOS;SEB-RO;RO;33200000001094;33200000000564
33200000001834;SETOR DE BENEFICIOS;SEB-RONDON;MT;33200000001094;33200000000803
33200000001900;MTE/SRTE/SPT-RR/SEB-RR;SEB-RR;RR;33200000001094;33200000000280
33200000001468;SETOR DE BENEFICIOS;SEB-RS;RS;33200000001094;33200000000211
33200000001583;SEB-SANTA-MARIA;SEB-SANTA-;RS;33200000001094;33200000000248
33200000001589;SEB-SANT-ANGELO;SEB-SANT-A;RS;33200000001094;33200000000230
33200000001461;SETOR DE BENEFICIOS;SEB-SANTAR;PA;33200000001094;33200000000954
33200000001442;SETOR DE BENEFICIOS;SEB-SANTOS;SP;33200000001094;33200000000368
33200000001631;SEB-SAO-CARLOS;SEB-SAO-CA;SP;33200000001094;33200000000301
33200000001595;SEB-SAO-LEOPOLDO;SEB-SAO-LE;RS;33200000001094;33200000000219
33200000001628;SEB-S-BER-CAMPO;SEB-S-BER-;SP;33200000001094;33200000000298
33200000001465;SETOR DE BENEFICIOS;SEB-SC;SC;33200000001094;33200000000168
33200000001581;SEB-S-CRZ-SUL;SEB-S-CRZ-;RS;33200000001094;33200000000251
33200000001908;SETOR DE BENEFICIOS;SEB-SE;SE;33200000001094;33200000000179
33200000001838;SETOR DE BENEFICIOS;SEB-SINOP;MT;33200000001094;33200000001737
33200000001634;SEB-S-J-CAMPOS;SEB-S-J-CA;SP;33200000001094;33200000000358
33200000001637;SEB-S-J-R-PRETO;SEB-S-J-R-;SP;33200000001094;33200000000307
33200000001395;SETOR DE BENEFICIOS;SEB-SOBRAL;CE;33200000001094;33200000000515
33200000001443;SETOR DE BENEFICIOS;SEB-SOROCA;SP;33200000001094;33200000000314
33200000001406;SETOR DE BENEFICIOS;SEB-SP;SP;33200000001094;33200000000409
33200000001623;SEB-ST-ANDRE;SEB-ST-AND;SP;33200000001094;33200000000393
33200000001875;SETOR DE BENEFICIOS;SEB-TO;TO;33200000001094;33200000000040
33200000001432;SETOR DE BENEFICIOS;SEB-UBERAB;MG;33200000001094;33200000000926
33200000001436;SETOR DE BENEFICIOS;SEB-UBERLA;MG;33200000001094;33200000000861
33200000001421;SETOR DE BENEFICIOS;SEB-URUGUA;RS;33200000001094;33200000000239
33200000001440;SETOR DE BENEFICIOS;SEB-VARGIN;MG;33200000001094;33200000000849
33200000001594;SEB-V-D-CONQUIS;SEB-V-D-CO;BA;33200000001094;33200000001004
33200000001726;SEB-V-REDONDA;SEB-V-REDO;RJ;33200000001094;33200000000433
33200000001742;SECAT;SECAT;DF;33200000001094;33200000001633
33200000000609;SETOR DE SUP A CENT DE ATEND TEL;SECAT-PE;PE;33200000001094;33200000000601
33200000000637;MTE/SRTE-AC/SEINT-AC/SECAV-AC;SECAV-AC;AC;33200000001094;33200000000634
33200000000834;MTE/SRTE-AL/SEINT-AL/SECAV-AL;SECAV-AL;AL;33200000001094;33200000000831
33200000000549;MTE/SRTE-AM/SEINT-AM/SECAV-AM;SECAV-AM;AM;33200000001094;33200000000548
33200000000124;MTE/SRTE-AP/SEINT-AP/SECAV-AP;SECAV-AP;AP;33200000001094;33200000000121
33200000001015;MTE/SRTE-BA/SEINT-BA/SECAV-BA;SECAV-BA;BA;33200000001094;33200000001014
33200000000527;MTE/SRTE-CE/SEINT-CE/SECAV-CE;SECAV-CE;CE;33200000001094;33200000000524
33200000000683;MTE/SRTE-DF/SEINT-DF/SECAV-DF;SECAV-DF;DF;33200000001094;33200000000682
33200000000675;MTE/SRTE-ES/SEINT-ES/SECAV-ES;SECAV-ES;ES;33200000001094;33200000000672
33200000000094;MTE/SRTE-GO/SEINT-GO/SECAV-GO;SECAV-GO;GO;33200000001094;33200000000091
33200000000798;MTE/SRTE-MA/SEINT-MA/SECAV-MA;SECAV-MA;MA;33200000001094;33200000000795
33200000000874;MTE/SRTE-MG/SEGUR-MG/SECAV-MG;SECAV-MG;MG;33200000001094;33200000000873
33200000000952;MTE/SRTE-MG/SFISC-MG/SECAV-MG;SECAV-MG;MG;33200000001094;33200000000950
33200000000061;MTE/SRTE-MS/SEINT-MS/SECAV-MS;SECAV-MS;MS;33200000001094;33200000000058
33200000000814;MTE/SRTE-MT/SEINT-MT/SECAV-MT;SECAV-MT;MT;33200000001094;33200000000811
33200000000971;MTE/SRTE-PA/SEINT-PA/SECAV-PA;SECAV-PA;PA;33200000001094;33200000000968
33200000000267;MTE/SRTE-PB/SEINT-PB/SECAV-PB;SECAV-PB;PB;33200000001094;33200000000265
33200000000583;MTE/SRTE-PE/SEINT-PE/SECAV-PE;SECAV-PE;PE;33200000001094;33200000000582
33200000000719;MTE/SRTE-PI/SEINT-PI/SECAV-PI;SECAV-PI;PI;33200000001094;33200000000718
33200000000760;MTE/SRTE-PR/SEINT-PR/SECAV-PR;SECAV-PR;PR;33200000001094;33200000000758
33200000000417;MTE/SRTE-RJ/SEGUR-RJ/SECAV-RJ;SECAV-RJ;RJ;33200000001094;33200000000416
33200000000483;MTE/SRTE-RJ/SFISC-RJ/SECAV-RJ;SECAV-RJ;RJ;33200000001094;33200000000481
33200000001038;MTE/SRTE-RN/SEINT-RN/SECAV-RN;SECAV-RN;RN;33200000001094;33200000001037
33200000000570;MTE/SRTE-RO/SEINT-RO/SECAV-RO;SECAV-RO;RO;33200000001094;33200000000567
33200000000290;MTE/SRTE-RR/SEINT-RR/SECAV-RR;SECAV-RR;RR;33200000001094;33200000000289
33200000000216;MTE/SRTE-RS/SFISC-RS/SECAV-RS;SECAV-RS;RS;33200000001094;33200000000214
33200000000238;MTE/SRTE-RS/SEGUR-RS/SECAV-RS;SECAV-RS;RS;33200000001094;33200000000236
33200000000145;MTE/SRTE-SC/SEINT-SC/SECAV-SC;SECAV-SC;SC;33200000001094;33200000000143
33200000000186;MTE/SRTE-SE/SEINT-SE/SECAV-SE;SECAV-SE;SE;33200000001094;33200000000185
33200000000325;MTE/SRTE-SP/SFISC-SP/SECAV-SP;SECAV-SP;SP;33200000001094;33200000000324
33200000000405;MTE/SRTE-SP/SEGUR-SP/SECAV-SP;SECAV-SP;SP;33200000001094;33200000000403
33200000000055;MTE/SRTE-TO/SEINT-TO/SECAV-TO;SECAV-TO;TO;33200000001094;33200000000052
33200000001112;MTE/SE/DGP/CGPAG/CAPE/SECF;SECF;DF;33200000001094;33200000001110
33200000001274;SET DE CONTRAINTELIGENCIA;SECOI;DF;33200000001094;33200000001114
33200000000003;SERV CONFOR HARMO ATUACAO INSP TRABALHO;SECONFH;DF;33200000001094;33200000000002
33200000001230;SET REGIONAL RIO DE JANEIRO;SECOR-RJ;RJ;33200000001094;33200000001229
33200000001237;SET REGIONAL SAO PAULO;SECOR-SP;SP;33200000001094;33200000001229
33200000001147;MTE/SE/SEET;SEET;DF;33200000001094;33200000001063
33200000000636;MTE/SRTE-AC/SEINT-AC/SEFIT-AC;SEFIT-AC;AC;33200000001094;33200000000634
33200000000832;MTE/SRTE-AL/SEINT-AL/SEFIT-AL;SEFIT-AL;AL;33200000001094;33200000000831
33200000000551;MTE/SRTE-AM/SEINT-AM/SEFIT-AM;SEFIT-AM;AM;33200000001094;33200000000548
33200000000123;MTE/SRTE-AP/SEINT-AP/SEFIT-AP;SEFIT-AP;AP;33200000001094;33200000000121
33200000001016;MTE/SRTE-BA/SEINT-BA/SEFIT-BA;SEFIT-BA;BA;33200000001094;33200000001014
33200000000525;MTE/SRTE-CE/SEINT-CE/SEFIT-CE;SEFIT-CE;CE;33200000001094;33200000000524
33200000000684;MTE/SRTE-DF/SEINT-DF/SEFIT-DF;SEFIT-DF;DF;33200000001094;33200000000682
33200000000673;SET DE FISCALIZACAO DO TRABALHO;SEFIT-ES;ES;33200000001094;33200000000672
33200000000093;MTE/SRTE-GO/SEINT-GO/SEFIT-GO;SEFIT-GO;GO;33200000001094;33200000000091
33200000000797;MTE/SRTE-MA/SEINT-MA/SEFIT-MA;SEFIT-MA;MA;33200000001094;33200000000795
33200000000951;MTE/SRTE-MG/SFISC-MG/SEFIT-MG;SEFIT-MG;MG;33200000001094;33200000000950
33200000000059;MTE/SRTE-MS/SEINT-MS/SEFIT-MS;SEFIT-MS;MS;33200000001094;33200000000058
33200000000813;MTE/SRTE-MT/SEINT-MT/SEFIT-MT;SEFIT-MT;MT;33200000001094;33200000000811
33200000000970;MTE/SRTE-PA/SEINT-PA/SEFIT-PA;SEFIT-PA;PA;33200000001094;33200000000968
33200000000266;MTE/SRTE-PB/SEINT-PB/SEFIT-PB;SEFIT-PB;PB;33200000001094;33200000000265
33200000000584;MTE/SRTE-PE/SEINT-PE/SEFIT-PE;SEFIT-PE;PE;33200000001094;33200000000582
33200000000720;MTE/SRTE-PI/SEINT-PI/SEFIT-PI;SEFIT-PI;PI;33200000001094;33200000000718
33200000000759;MTE/SRTE-PR/SEINT-PR/SEFIT-PR;SEFIT-PR;PR;33200000001094;33200000000758
33200000000482;MTE/SRTE-RJ/SFISC-RJ/SEFIT-RJ;SEFIT-RJ;RJ;33200000001094;33200000000481
33200000001039;MTE/SRTE-RN/SEINT-RN/SEFIT-RN;SEFIT-RN;RN;33200000001094;33200000001037
33200000000569;MTE/SRTE-RO/SEINT-RO/SEFIT-RO;SEFIT-RO;RO;33200000001094;33200000000567
33200000000291;MTE/SRTE-RR/SEINT-RR/SEFIT-RR;SEFIT-RR;RR;33200000001094;33200000000289
33200000000215;MTE/SRTE-RS/SFISC-RS/SEFIT-RS;SEFIT-RS;RS;33200000001094;33200000000214
33200000000146;MTE/SRTE-SC/SEINT-SC/SEFIT-SC;SEFIT-SC;SC;33200000001094;33200000000143
33200000000187;MTE/SRTE-SE/SEINT-SE/SEFIT-SE;SEFIT-SE;SE;33200000001094;33200000000185
33200000000326;MTE/SRTE-SP/SFISC-SP/SEFIT-SP;SEFIT-SP;SP;33200000001094;33200000000324
33200000000053;MTE/SRTE-TO/SEINT-TO/SEFIT-TO;SEFIT-TO;TO;33200000001094;33200000000052
33200000000635;MTE/SRTE-AC/SEINT-AC/SESST-AC;SEGUR-AC;AC;33200000001094;33200000000634
33200000000674;MTE/SRTE-ES/SEINT-ES/SESST-ES;SEGUR-ES;ES;33200000001094;33200000000672
33200000000873;MTE/SRTE-MG/SEGUR-MG;SEGUR-MG;MG;33200000001094;33200000000848
33200000000585;MTE/SRTE-PE/SEINT-PE/SESST-PE;SEGUR-PE;PE;33200000001094;33200000000582
33200000000416;MTE/SRTE-RJ/SEGUR-RJ;SEGUR-RJ;RJ;33200000001094;33200000000412
33200000000568;MTE/SRTE-RO/SEINT-RO/SESST-RO;SEGUR-RO;RO;33200000001094;33200000000567
33200000000236;MTE/SRTE-RS/SEGUR-RS;SEGUR-RS;RS;33200000001094;33200000000199
33200000000144;MTE/SRTE-SC/SEINT-SC/SESST-SC;SEGUR-SC;SC;33200000001094;33200000000143
33200000000403;MTE/SRTE-SP/SEGUR-SP;SEGUR-SP;SP;33200000001094;33200000000297
33200000000634;MTE/SRTE-AC/SEINT-AC;SEINT-AC;AC;33200000001094;33200000001703
33200000000831;MTE/SRTE-AL/SEINT-AL;SEINT-AL;AL;33200000001094;33200000001686
33200000000548;MTE/SRTE-AM/SEINT-AM;SEINT-AM;AM;33200000001094;33200000000531
33200000000107;MTE/SRTE-GO/GRTE-ANAPOLIS/SINT-ANAPOLIS;SEINT-ANAP;GO;33200000001094;33200000000106
33200000000121;MTE/SRTE-AP/SEINT-AP;SEINT-AP;AP;33200000001094;33200000001708
33200000000312;MTE/SRTE-SP/.../SINT-ARACATUBA;SEINT-ARAC;SP;33200000001094;33200000000311
33200000000340;MTE/SRTE-SP/.../SINT-ARARAQUARA;SEINT-ARAR;SP;33200000001094;33200000000339
33200000001014;MTE/SRTE-BA/SEINT-BA;SEINT-BA;BA;33200000001094;33200000000984
33200000000229;MTE/SRTE-RS/GRTE-BAGE/SINT-BAGE;SEINT-BAGE;RS;33200000001094;33200000000227
33200000000348;MTE/SRTE-SP/GRTE-BARRETOS/SINT-BARRETOS;SEINT-BARR;SP;33200000001094;33200000000347
33200000001002;MTE/SRTE-BA/.../SINT-BARREIRAS;SEINT-BARR;BA;33200000001094;33200000001001
33200000000329;MTE/SRTE-SP/GRTE-BAURU/SINT-BAURU;SEINT-BAUR;SP;33200000001094;33200000000327
33200000000892;MTE/SRTE-MG/GRTE-BETIM/SINT-BETIM;SEINT-BETI;MG;33200000001094;33200000000890
33200000000477;MTE/SRTE-RJ/.../SINT-CABO FRIO;SEINT-CABO;RJ;33200000001094;33200000000471
33200000000648;MTE/SRTE-ES/.../SINT-CACHOEIRO;SEINT-CACH;ES;33200000001094;33200000000647
33200000001026;MTE/SRTE-BA/GRTE-CAMACARI/SINT-CAMACARI;SEINT-CAMA;BA;33200000001094;33200000001025
33200000000274;MTE/SRTE-PB/.../SEINT-CAMPINA GRANDE;SEINT-CAMP;PB;33200000001094;33200000000270
33200000000332;MTE/SRTE-SP/GRTE-CAMPINAS/SINT-CAMPINAS;SEINT-CAMP;SP;33200000001094;33200000000331
33200000000604;MTE/SRTE-PE/GRTE-CARUARU/SINT-CARUARU;SEINT-CARU;PE;33200000001094;33200000000601
33200000000741;MTE/SRTE-PR/GRTE-CASCAVEL/SINT-CASCAVEL;SEINT-CASC;PR;33200000001094;33200000000739
33200000000207;MTE/SRTE-RS/.../SINT-CAXIAS DO SUL;SEINT-CAXI;RS;33200000001094;33200000000206
33200000000524;MTE/SRTE-CE/SEINT-CE;SEINT-CE;CE;33200000001094;33200000000495
33200000000461;MTE/SRTE-RJ/.../SINT-CAMPO GOYTACAZ;SEINT-CGOY;RJ;33200000001094;33200000000459
33200000000148;MTE/SRTE-SC/GRTE-CHAPECO/SINT-CHAPECO;SEINT-CHAP;SC;33200000001094;33200000000147
33200000000671;MTE/SRTE-ES/GRTE-COLATINA/SINT-COLATINA;SEINT-COLA;ES;33200000001094;33200000000666
33200000000889;MTE/SRTE-MG/.../SINT-CONS. LAFAIETE;SEINT-CONS;MG;33200000001094;33200000000886
33200000000882;MTE/SRTE-MG/GRTE-CONTAGEM/SINT-CONTAGEM;SEINT-CONT;MG;33200000001094;33200000000879
33200000000155;MTE/SRTE-SC/GRTE-CRICIUMA/SINT-CRICIUMA;SEINT-CRIC;SC;33200000001094;33200000000152
33200000000682;MTE/SRTE-DF/SEINT-DF;SEINT-DF;DF;33200000001094;33200000001550
33200000000934;MTE/SRTE-MG/.../SINT-DIVINOPOLIS;SEINT-DIVI;MG;33200000001094;33200000000933
33200000000080;MTE/SRTE-MS/GRTE-DOURADOS/SEINT-DOURADOS;SEINT-DOUR;MS;33200000001094;33200000000076
33200000000466;MTE/SRTE-RJ/.../SINT-DUQUE CAXIAS;SEINT-DUQC;RJ;33200000001094;33200000000462
33200000000672;MTE/SRTE-ES/SEINT-ES;SEINT-ES;ES;33200000001094;33200000000644
33200000000996;MTE/SRTE-BA/.../SINT-EUNAPOLIS;SEINT-EUNA;BA;33200000001094;33200000000994
33200000000991;MTE/SRTE-BA/.../SINT-FEIRA DE SANTA;SEINT-FEIR;BA;33200000001094;33200000000990
33200000000752;MTE/SRTE-PR/.../SINT-FOZ DO IGUACU;SEINT-FOZD;PR;33200000001094;33200000000750
33200000000391;MTE/SRTE-SP/GRTE-FRANCA/SINT-FRANCA;SEINT-FRAN;SP;33200000001094;33200000000390
33200000000616;MTE/SRTE-PE/.../SINT-GARANHUNS;SEINT-GARA;PE;33200000001094;33200000000614
33200000000091;MTE/SRTE-GO/SEINT-GO;SEINT-GO;GO;33200000001094;33200000000081
33200000000930;MTE/SRTE-MG/.../SINT-GOV. VALADARES;SEINT-GOVV;MG;33200000001094;33200000000929
33200000000383;MTE/SRTE-SP/.../SINT-GUARULHOS;SEINT-GUAR;SP;33200000001094;33200000000381
33200000001012;MTE/SRTE-BA/GRTE-ILHEUS/SINT-ILHEUS;SEINT-ILHE;BA;33200000001094;33200000001010
33200000000780;MTE/SRTE-MA/.../SEINT-IMPERATRIZ;SEINT-IMPE;MA;33200000001094;33200000000778
33200000000868;MTE/SRTE-MG/GRTE-IPATINGA/SINT-IPATINGA;SEINT-IPAT;MG;33200000001094;33200000000866
33200000000447;MTE/SRTE-RJ/GRTE-ITAGUAI/SINT-ITAGUAI;SEINT-ITAG;RJ;33200000001094;33200000000446
33200000000141;MTE/SRTE-SC/GRTE-ITAJAI/SINT-ITAJAI;SEINT-ITAJ;SC;33200000001094;33200000000138
33200000000444;SET DE INSPECAO DO TRABALHO;SEINT-ITAP;RJ;33200000001094;33200000000442
33200000000162;MTE/SRTE-SC/.../SINT-JOINVILLE;SEINT-JOIN;SC;33200000001094;33200000000160
33200000000986;MTE/SRTE-BA/GRTE-JUAZEIRO/SINT-JUAZEIRO;SEINT-JUAZ;BA;33200000001094;33200000000985
33200000000903;MTE/SRTE-MG/.../SINT-JUIZ DE FORA;SEINT-JUIZ;MG;33200000001094;33200000000897
33200000000379;MTE/SRTE-SP/GRTE-JUNDIAI/SINT-JUNDIAI;SEINT-JUND;SP;33200000001094;33200000000377
33200000000167;MTE/SRTE-SC/GRTE-LAGES/SINT-LAGES;SEINT-LAGE;SC;33200000001094;33200000000164
33200000000201;MTE/SRTE-RS/GRTE-LAJEADO/SINT-LAJEADO;SEINT-LAJE;RS;33200000001094;33200000000200
33200000000744;MTE/SRTE-PR/GRTE-LONDRINA/SINT-LONDRINA;SEINT-LOND;PR;33200000001094;33200000000742
33200000000795;MTE/SRTE-MA/SEINT-MA;SEINT-MA;MA;33200000001094;33200000001709
33200000000979;MTE/SRTE-PA/GRTE-MARABA/SINT-MARABA;SEINT-MARA;PA;33200000001094;33200000000976
33200000000355;MTE/SRTE-SP/GRTE-MARILIA/SINT-MARILIA;SEINT-MARI;SP;33200000001094;33200000000354
33200000000732;MTE/SRTE-PR/GRTE-MARINGA/SINT-MARINGA;SEINT-MARI;PR;33200000001094;33200000000731
33200000000907;MTE/SRTE-MG/.../SINT-MONTES CLAROS;SEINT-MONT;MG;33200000001094;33200000000905
33200000001035;MTE/SRTE-RN/GRTE-MOSSORO/SEINT-MOSSORO;SEINT-MOSS;RN;33200000001094;33200000001034
33200000000058;MTE/SRTE-MS/SEINT-MS;SEINT-MS;MS;33200000001094;33200000001704
33200000000811;MTE/SRTE-MT/SEINT-MT;SEINT-MT;MT;33200000001094;33200000001554
33200000000455;MTE/SRTE-RJ/GRTE-NITEROI/SINT-NITEROI;SEINT-NITE;RJ;33200000001094;33200000000453
33200000000432;MTE/SRTE-RJ/.../SINT-NOVA IGUACU;SEINT-NOVA;RJ;33200000001094;33200000000428
33200000000452;MTE/SRTE-RJ/.../SINT-NOVA FRIBURGO;SEINT-NOVA;RJ;33200000001094;33200000000450
33200000000247;MTE/SRTE-RS/.../SINT-NOVO HAMBURGO;SEINT-NOVO;RS;33200000001094;33200000000246
33200000000389;MTE/SRTE-SP/GRTE-OSASCO/SINT-OSASCO;SEINT-OSAS;SP;33200000001094;33200000000385
33200000000968;MTE/SRTE-PA/SEINT-PA;SEINT-PA;PA;33200000001094;33200000000953
33200000000918;MTE/SRTE-MG/GRTE-PARACATU/SINT-PARACATU;SEINT-PARA;MG;33200000001094;33200000000915
33200000000705;MTE/SRTE-PI/GRTE-PARNAIBA/SEINT-PARNAIBA;SEINT-PARN;PI;33200000001094;33200000000704
33200000000243;MTE/SRTE-RS/.../SINT-PASSO FUNDO;SEINT-PASS;RS;33200000001094;33200000000242
33200000000265;MTE/SRTE-PB/SEINT-PB;SEINT-PB;PB;33200000001094;33200000001553
33200000000582;MTE/SRTE-PE/SEINT-PE;SEINT-PE;PE;33200000001094;33200000000578
33200000000222;MTE/SRTE-RS/GRTE-PELOTAS/SINT-PELOTAS;SEINT-PELO;RS;33200000001094;33200000000221
33200000000422;MTE/SRTE-RJ/.../SINT-PETROPOLIS;SEINT-PETR;RJ;33200000001094;33200000000421
33200000000624;MTE/SRTE-PE/.../SINT-PETROLINA;SEINT-PETR;PE;33200000001094;33200000000619
33200000000718;MTE/SRTE-PI/SEINT-PI;SEINT-PI;PI;33200000001094;33200000001705
33200000000376;MTE/SRTE-SP/.../SINT-PIRACICABA;SEINT-PIRA;SP;33200000001094;33200000000375
33200000000914;MTE/SRTE-MG/.../SINT-POCOS DE CALDA;SEINT-POCO;MG;33200000001094;33200000000911
33200000000728;MTE/SRTE-PR/.../SINT-PONTA GROSSA;SEINT-PONT;PR;33200000001094;33200000000727
33200000000896;MTE/SRTE-MG/.../SINT-PONTE NOVA;SEINT-PONT;MG;33200000001094;33200000000893
33200000000920;MTE/SRTE-MG/.../SINT-POUSO ALEGRE;SEINT-POUS;MG;33200000001094;33200000000919
33200000000758;MTE/SRTE-PR/SEINT-PR;SEINT-PR;PR;33200000001094;33200000000726
33200000000366;MTE/SRTE-SP/.../SINT-PRESIDENTE PR;SEINT-PRES;SP;33200000001094;33200000000365
33200000001638;SEINTRA-CO;SEINTRA-CO;GO;33200000001094;33200000001273
33200000001326;SETOR ESPECIAL DE INTEL TRABALHISTA NOR;SEINTRA-NE;CE;33200000001094;33200000001273
33200000001327;SETOR ESPECIAL DE INTEL TRABALHISTA N;SEINTRA-NO;PA;33200000001094;33200000001273
33200000001514;SEINTRA-SE-I;SEINTRA-SE;SP;33200000001094;33200000001273
33200000001515;SEINTRA-SE-II;SEINTRA-SE;RJ;33200000001094;33200000001273
33200000001328;SETOR ESPECIAL DE INTEL TRABALHISTA SUL;SEINTRA-SU;PR;33200000001094;33200000001273
33200000000402;MTE/SRTE-SP/.../SINT-RIBEIRAO PRETO;SEINT-RIBE;SP;33200000001094;33200000000396
33200000000235;MTE/SRTE-RS/.../SINT-RIO GRANDE;SEINT-RIOG;RS;33200000001094;33200000000234
33200000001037;MTE/SRTE-RN/SEINT-RN;SEINT-RN;RN;33200000001094;33200000001710
33200000000567;MTE/SRTE-RO/SEINT-RO;SEINT-RO;RO;33200000001094;33200000001555
33200000000804;MTE/SRTE-MT/.../SEINT-RONDONOPOLIS;SEINT-ROND;MT;33200000001094;33200000000803
33200000000289;MTE/SRTE-RR/SEINT-RR;SEINT-RR;RR;33200000001094;33200000001691
33200000000369;MTE/SRTE-SP/GRTE-SANTOS/SINT-SANTOS;SEINT-SANT;SP;33200000001094;33200000000368
33200000000955;MTE/SRTE-PA/GRTE-SANTAREM/SINT-SANTAREM;SEINT-SANT;PA;33200000001094;33200000000954
33200000000302;MTE/SRTE-SP/.../SINT-SAO CARLOS;SEINT-SAOC;SP;33200000001094;33200000000301
33200000000309;MTE/SRTE-SP/.../SINT-SAO JOSE DO;SEINT-SAOJ;SP;33200000001094;33200000000307
33200000000220;MTE/SRTE-RS/.../SINT-SAO LEOPOLDO;SEINT-SAOL;RS;33200000001094;33200000000219
33200000000299;MTE/SRTE-SP/.../SINT-S.B.DO CAMPO;SEINT-SBDO;SP;33200000001094;33200000000298
33200000000143;MTE/SRTE-SC/SEINT-SC;SEINT-SC;SC;33200000001094;33200000000134
33200000000252;MTE/SRTE-RS/.../SINT-SANTA CRUZ SUL;SEINT-SCRU;RS;33200000001094;33200000000251
33200000000185;MTE/SRTE-SE/SEINT-SE;SEINT-SE;SE;33200000001094;33200000001693
33200000000364;MTE/SRTE-SP/.../SINT-S.J.DOS CAMPOS;SEINT-SJDO;SP;33200000001094;33200000000358
33200000000517;MTE/SRTE-CE/GRTE-SOBRAL/SINT-SOBRAL;SEINT-SOBR;CE;33200000001094;33200000000515
33200000000318;MTE/SRTE-SP/GRTE-SOROCABA/SINT-SOROCABA;SEINT-SORO;SP;33200000001094;33200000000314
33200000000250;MTE/SRTE-RS/.../SINT-SANTA MARIA;SEINT-STAM;RS;33200000001094;33200000000248
33200000000231;MTE/SRTE-RS/.../SINT-SANTO ANGELO;SEINT-STOA;RS;33200000001094;33200000000230
33200000000394;MTE/SRTE-SP/.../SINT-SANTO ANDRE;SEINT-STOA;SP;33200000001094;33200000000393
33200000000052;MTE/SRTE-TO/SEINT-TO;SEINT-TO;TO;33200000001094;33200000001701
33200000000863;MTE/SRTE-MG/.../SINT-UBERLANDIA;SEINT-UBER;MG;33200000001094;33200000000861
33200000000928;MTE/SRTE-MG/GRTE-UBERABA/SINT-UBERABA;SEINT-UBER;MG;33200000001094;33200000000926
33200000000241;MTE/SRTE-RS/.../SINT-URUGUAINA;SEINT-URUG;RS;33200000001094;33200000000239
33200000000854;MTE/SRTE-MG/GRTE-VARGINHA/SINT-VARGINHA;SEINT-VARG;MG;33200000001094;33200000000849
33200000001006;MTE/SRTE-BA/.../SINT-VITORIA DA CON;SEINT-VITD;BA;33200000001094;33200000001004
33200000000440;MTE/SRTE-RJ/.../SINT-VOLTA REDONDA;SEINT-VOLT;RJ;33200000001094;33200000000433
33200000001719;SEIRP-ANAPOLIS;SEIRP-ANAP;GO;33200000001094;33200000000106
33200000001575;SEIRP-ARACATUBA;SEIRP-ARAC;SP;33200000001094;33200000000311
33200000001881;SEIRP-ARAGUAINA;SEIRP-ARAG;TO;33200000001094;33200000001787
33200000001566;SEIRP-ARARAQUAR;SEIRP-ARAR;SP;33200000001094;33200000000339
33200000001659;SEIRP-BAGE;SEIRP-BAGE;RS;33200000001094;33200000000227
33200000001552;SEIRP-BARREIRAS;SEIRP-BARR;BA;33200000001094;33200000001001
33200000001584;SEIRP-BARRETOS;SEIRP-BARR;SP;33200000001094;33200000000347
33200000001599;SEIRP-BAURU;SEIRP-BAUR;SP;33200000001094;33200000000327
33200000001650;SEIRP-BETIM;SEIRP-BETI;MG;33200000001094;33200000000890
33200000001728;SEIRP-CABO-FRIO;SEIRP-CABO;RJ;33200000001094;33200000000471
33200000001509;SEIRP-CACHOEIRO;SEIRP-CACH;ES;33200000001094;33200000000647
33200000001556;SEIRP-CAMACARI;SEIRP-CAMA;BA;33200000001094;33200000001025
33200000001600;SEIRP-CAMPINAS;SEIRP-CAMP;SP;33200000001094;33200000000331
33200000001877;SEIRP-CAMPINAGR;SEIRP-CAMP;PB;33200000001094;33200000000270
33200000001641;SEIRP-CARUARU;SEIRP-CARU;PE;33200000001094;33200000000601
33200000001642;SEIRP-CASCAVEL;SEIRP-CASC;PR;33200000001094;33200000000739
33200000001605;SEIRP-C-GOYTACA;SEIRP-C-GO;RJ;33200000001094;33200000000459
33200000001524;SEIRP-CHAPECO;SEIRP-CHAP;SC;33200000001094;33200000000147
33200000001655;SEIRP-CONS-LAFAIETE;SEIRP-C-LA;MG;33200000001094;33200000000886
33200000001510;SEIRP-COLATINA;SEIRP-COLA;ES;33200000001094;33200000000666
33200000001658;SEIRP-CONTAGEM;SEIRP-CONT;MG;33200000001094;33200000000879
33200000001526;SEIRP-CRICIUMA;SEIRP-CRIC;SC;33200000001094;33200000000152
33200000001536;SEIRP-CX-DO-SUL;SEIRP-CX-D;RS;33200000001094;33200000000206
